Name,URL,Address,Trust,Postcode
Colchester General Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=154556,"Turner Road, Colchester, CO4 5JL",Mid and South Essex Foundation Trust,CO4 5JL
Great Ormond Street Hospital For Children,/Services/hospitals/Overview/DefaultView.aspx?id=154559,"Great Ormond Street, London, WC1N 3JH",Mid and South Essex Foundation Trust,WC1N 3JH
Halstead Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=154532,"78 Hedingham Road, Halstead, CO9 2DL",Mid and South Essex Foundation Trust,CO9 2DL
Holly House Private Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=104487,"High Road, Buckhurst Hill, Essex, IG9 5HX",Mid and South Essex Foundation Trust,IG9 5HX
Homerton Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=135753,"Homerton Row, London, Greater London, E9 6SR",Mid and South Essex Foundation Trust,E9 6SR
Marlborough House (Meht),/Services/hospitals/Overview/DefaultView.aspx?id=154572,"Victoria Road South, Chelmsford, Essex, CM1 1LN",Mid and South Essex Foundation Trust,CM1 1LN
Nuffield Ipswich Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=154549,"Foxhall Road, Ipswich, IP4 5SW",Mid and South Essex Foundation Trust,IP4 5SW
Old Church Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=154553,"Waterloo Road, Romford, RM7 9BH",Mid and South Essex Foundation Trust,RM7 9BH
Orsett Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=100054,"Rowley Road, Orsett, Grays, Essex, RM16 3EU",Mid and South Essex Foundation Trust,RM16 3EU
Princess Alexandra Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=154581,"Hamstel Road, Harlow, CM20 1QX",Mid and South Essex Foundation Trust,CM20 1QX
Queen's Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=154552,"Rom Valley Way, Romford, RM7 0AG",Mid and South Essex Foundation Trust,RM7 0AG
Rochford Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=113801,"Union Lane, Rochford, Essex, SS4 1RB",Mid and South Essex Foundation Trust,SS4 1RB
Royal London Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=154533,"Whitechapel, London, E1 1BB",Mid and South Essex Foundation Trust,E1 1BB
Southend Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=441,"Prittlewell Chase, Westcliff-on-Sea, Essex, SS0 0RY",Mid and South Essex Foundation Trust,SS0 0RY
Spire Wellesley Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=113726,"Eastern Avenue, Southend-On-Sea, Essex, SS2 4XH",Mid and South Essex Foundation Trust,SS2 4XH
St Margaret's Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=154578,"The Plain, Epping, CM16 6TN",Mid and South Essex Foundation Trust,CM16 6TN
St Michael's Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=154584,"Rayne Road, Braintree, CM7 2QU",Mid and South Essex Foundation Trust,CM7 2QU
St Peter's Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=154589,"Spital Road, Maldon, CM9 6EG",Mid and South Essex Foundation Trust,CM9 6EG
The Chelmsford Private Day Surgery Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=97247,"Fenton House, 85-89 New London Road, Chelmsford, Essex, CM2 0PP",Mid and South Essex Foundation Trust,CM2 0PP
Thurrock Community Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=154550,"Long Lane, Grays, RM16 2PX",Mid and South Essex Foundation Trust,RM16 2PX
Whipps Cross Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=154534,"Whipps Cross Road, London, E11 1NR",Mid and South Essex Foundation Trust,E11 1NR
Congleton War Memorial Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=99555,"Canal Road, Congleton, Cheshire, CW12 3AR",Mid Cheshire Hospitals NHS Foundation Trust,CW12 3AR
Elmhurst Intermediate Care Centre,/Services/hospitals/Overview/DefaultView.aspx?id=2291,"Roehurst Lane, Winsford, Cheshire, CW7 2DF",Mid Cheshire Hospitals NHS Foundation Trust,CW7 2DF
Knutsford Community Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=113672,"Bexton Road, Knutsford, Cheshire, WA16 0BT",Mid Cheshire Hospitals NHS Foundation Trust,WA16 0BT
Leighton Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=505,"Leighton Hospital, Middlewich Road, Crewe, Cheshire, CW1 4QJ",Mid Cheshire Hospitals NHS Foundation Trust,CW1 4QJ
Macclesfield District General Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=99554,"Victoria Road, Macclesfield, Cheshire, SK10 3BL",Mid Cheshire Hospitals NHS Foundation Trust,SK10 3BL
Victoria Infirmary (Northwich),/Services/hospitals/Overview/DefaultView.aspx?id=555,"Winnington Hill, Winnington Hill, Northwich, Cheshire, CW8 1AW",Mid Cheshire Hospitals NHS Foundation Trust,CW8 1AW
Dewsbury and District Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=1636,"Halifax Road, Dewsbury, West Yorkshire, WF13 4HS",Mid Yorkshire Hospitals NHS Trust,WF13 4HS
Pinderfields Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=953,"Pinderfields Hospital, Aberford Road, Wakefield, West Yorkshire, WF1 4DG",Mid Yorkshire Hospitals NHS Trust,WF1 4DG
Pontefract Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=1108,"Friarwood Lane, Pontefract, West Yorkshire, WF8 1PL",Mid Yorkshire Hospitals NHS Trust,WF8 1PL
Airs -Bradwell Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=147303,"Talke Road, Chesterton, Newcastle, Staffordshire, ST5 7NL",Midlands Partnership NHS Foundation Trust,ST5 7NL
Bradwell Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=147295,"Talke Road, Chesterton, Newcastle, Staffordshire, ST5 7NJ",Midlands Partnership NHS Foundation Trust,ST5 7NJ
Bradwell Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=89559,"Talke Road, Newcastle under Lyme, Staffordshire, ST5 7NJ",Midlands Partnership NHS Foundation Trust,ST5 7NJ
Cannock Chase Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=2523,"Brunswick Road, Cannock, Staffordshire, WS11 5XY",Midlands Partnership NHS Foundation Trust,WS11 5XY
Cannock Chase Hospital - Staffordshire and Stoke On Trent Partnership NHS Trust,/Services/hospitals/Overview/DefaultView.aspx?id=99406,"Brunswick Road, Cannock, Staffordshire, WS11 5XY",Midlands Partnership NHS Foundation Trust,WS11 5XY
Cheadle Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=147294,"Royal Walk, Cheadle, Stoke-On-Trent, Staffordshire, ST10 1NS",Midlands Partnership NHS Foundation Trust,ST10 1NS
Cheadle Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=88962,"Royal Walk, Cheadle, Stoke-On-Trent, Staffordshire, ST10 1NS",Midlands Partnership NHS Foundation Trust,ST10 1NS
Haywood Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=88969,"High Lane, Burslem, Stoke-On-Trent, Staffordshire, ST6 7AG",Midlands Partnership NHS Foundation Trust,ST6 7AG
Leek Moorlands Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=88961,"Ashbourne Road, Leek, Staffordshire, ST13 5BQ",Midlands Partnership NHS Foundation Trust,ST13 5BQ
Leek Moorlands Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=147300,"Ashbourne Road, Leek, Staffordshire, ST13 5BQ",Midlands Partnership NHS Foundation Trust,ST13 5BQ
Longton Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=147270,"Upper Belgrave Road, Stoke-On-Trent, Staffordshire, ST3 4QX",Midlands Partnership NHS Foundation Trust,ST3 4QX
Longton Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=88901,"Upper Belgrave Road, Stoke-On-Trent, Staffordshire, ST3 4QX",Midlands Partnership NHS Foundation Trust,ST3 4QX
Samuel Johnson Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=113033,"Trent Valley Road, Lichfield, Staffordshire, WS13 6EF",Midlands Partnership NHS Foundation Trust,WS13 6EF
Sir Robert Peel Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=111300,"Plantation Lane, Mile Oak, Tamworth, Staffordshire, B78 3NG",Midlands Partnership NHS Foundation Trust,B78 3NG
St George's,/Services/hospitals/Overview/DefaultView.aspx?id=2747,"Corporation Street, Stafford, Staffordshire, ST16 3SR",Midlands Partnership NHS Foundation Trust,ST16 3SR
St Michael's Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=147277,"Trent Valley Road, Lichfield, Staffordshire, WS13 6EF",Midlands Partnership NHS Foundation Trust,WS13 6EF
The Redwoods Centre,/Services/hospitals/Overview/DefaultView.aspx?id=98046,"Somerby Drive, Bicton Heath, Shrewsbury, Shropshire, SY3 8DS",Midlands Partnership NHS Foundation Trust,SY3 8DS
University Hospital Of North Staffs,/Services/hospitals/Overview/DefaultView.aspx?id=147278,"Princes Road, Stoke-On-Trent, Staffordshire, ST4 7LN",Midlands Partnership NHS Foundation Trust,ST4 7LN
Amersham Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=105770,"Whielden Street, Amersham, Buckinghamshire, HP7 0JD",Milton Keynes University Hospital NHS Foundation Trust,HP7 0JD
Blakelands Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=153239,"The Blakelands Nhs Treatment Centre, Smeaton Close, Blakelands, Milton Keynes, MK14 5HR",Milton Keynes University Hospital NHS Foundation Trust,MK14 5HR
Buckingham Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=113787,"High Street, Buckingham, Buckinghamshire, MK18 1NU",Milton Keynes University Hospital NHS Foundation Trust,MK18 1NU
Milton Keynes Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=339,"Standing Way, Milton Keynes, Buckinghamshire, MK6 5LD",Milton Keynes University Hospital NHS Foundation Trust,MK6 5LD
Stoke Mandeville Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=833,"Mandeville Road, Aylesbury, Buckinghamshire, HP21 8AL",Milton Keynes University Hospital NHS Foundation Trust,HP21 8AL
Wycombe Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=675,"Queen Alexandra Road, High Wycombe, Buckinghamshire, HP11 2TT",Milton Keynes University Hospital NHS Foundation Trust,HP11 2TT
Moorfields At St Anthony's Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=141517,"801 London Road, Cheam, Sutton, Surrey, SM3 9DW",Moorfields Eye Hospital NHS Foundation Trust,SM3 9DW
Moorfields Eye Centre at Croydon University Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=2113,"530 London Road, Thornton Heath, Surrey, CR7 7YE",Moorfields Eye Hospital NHS Foundation Trust,CR7 7YE
Moorfields Eye Centre At Northwick Park Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=1522,"Watford Road, Harrow, Middlesex, HA1 3UJ",Moorfields Eye Hospital NHS Foundation Trust,HA1 3UJ
Moorfields Eye Hospital (City Road),/Services/hospitals/Overview/DefaultView.aspx?id=1986,"162 City Road, London, EC1V 2PD",Moorfields Eye Hospital NHS Foundation Trust,EC1V 2PD
Moorfields Eye Unit at Mile End,/Services/hospitals/Overview/DefaultView.aspx?id=1685,"Bancroft Road, London, Greater London, E1 4DG",Moorfields Eye Hospital NHS Foundation Trust,E1 4DG
Cromer and District Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=2134,"Mill Road, Mill Road, Cromer, Norfolk, NR27 0BQ",Norfolk and Norwich University Hospitals NHS Foundation Trust,NR27 0BQ
Norfolk and Norwich University Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=972,"Colney Lane, Norwich, Norfolk, NR4 7UY",Norfolk and Norwich University Hospitals NHS Foundation Trust,NR4 7UY
Spire Private Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=155081,"Norwich Hospital, Watton Road, Norwich, Norfolk, NR4 7TD",Norfolk and Norwich University Hospitals NHS Foundation Trust,NR4 7TD
"1b St Catherines Way, Gorleston",/Services/hospitals/Overview/DefaultView.aspx?id=107988,"Stepping Out, 1B St Catherines Way, Gorleston on Sea, Norfolk, NR31 7QB",Norfolk and Suffolk NHS Foundation Trust,NR31 7QB
"Airey Close, Lowestoft",/Services/hospitals/Overview/DefaultView.aspx?id=107897,"Lothingland, Oulton, Suffolk, NR32 3JQ",Norfolk and Suffolk NHS Foundation Trust,NR32 3JQ
Bickley Day Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=2751,"Defiant Precinct, Church Street, Attleborough, Norfolk, NR17 2QE",Norfolk and Suffolk NHS Foundation Trust,NR17 2QE
Carlton Court,/Services/hospitals/Overview/DefaultView.aspx?id=2623,"Carlton Court Hospital, St. Peters Road, Carlton Colville, Suffolk, NR33 8AG",Norfolk and Suffolk NHS Foundation Trust,NR33 8AG
"Foxhall House, Ipswich",/Services/hospitals/Overview/DefaultView.aspx?id=124638,"St Clements Hospital, IP3 8LS",Norfolk and Suffolk NHS Foundation Trust,IP3 8LS
Hartismere Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=111218,"Castleton Way, Eye, Suffolk, IP23 7BH",Norfolk and Suffolk NHS Foundation Trust,IP23 7BH
Julian Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=2994,"Bowthorpe Road, Norwich, Norfolk, NR2 3TD",Norfolk and Suffolk NHS Foundation Trust,NR2 3TD
Norfolk And Norwich University Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=111160,"Colney Lane, Colney, Norwich, Norfolk, NR4 7UY",Norfolk and Suffolk NHS Foundation Trust,NR4 7UY
"Northgate Hospital, Gt Yarmouth",/Services/hospitals/Overview/DefaultView.aspx?id=2348,"Northgate Street, Great Yarmouth, Norfolk, NR30 1BU",Norfolk and Suffolk NHS Foundation Trust,NR30 1BU
"Peddars Centre, Hellesdon Hospital",/Services/hospitals/Overview/DefaultView.aspx?id=124632,"Drayton High Road, NR6 5BE",Norfolk and Suffolk NHS Foundation Trust,NR6 5BE
"Sage Centre, Newmarket Hospital",/Services/hospitals/Overview/DefaultView.aspx?id=111215,"Newmarket Hospital, 56 Exning Road, Newmarket, Suffolk, CB8 7JG",Norfolk and Suffolk NHS Foundation Trust,CB8 7JG
"St Clements Hospital, Ipswich",/Services/hospitals/Overview/DefaultView.aspx?id=98063,"Foxhall Road, Ipswich, Suffolk, IP3 8LS",Norfolk and Suffolk NHS Foundation Trust,IP3 8LS
St. Leonards Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=111216,"Newton Road, Sudbury, Suffolk, CO10 2RQ",Norfolk and Suffolk NHS Foundation Trust,CO10 2RQ
"Walker Close, Ipswich",/Services/hospitals/Overview/DefaultView.aspx?id=107987,"3 and 4 Walker Close, Ipswich, Suffolk, IP3 8LY",Norfolk and Suffolk NHS Foundation Trust,IP3 8LY
Wellbeing Norfolk & Waveney,/Services/hospitals/Overview/DefaultView.aspx?id=2762,"Drayton High Road, Norwich, Norfolk, NR6 5BE",Norfolk and Suffolk NHS Foundation Trust,NR6 5BE
Colman Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=29886,"Unthank Road, Norwich, NR2 2PJ",Norfolk Community Health and Care NHS Trust,NR2 2PJ
Cromer Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=114569,"Mill Road, Cromer, Norfolk, NR27 0BQ",Norfolk Community Health and Care NHS Trust,NR27 0BQ
Dereham Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=29888,"Northgate, Dereham, Norfolk, NR19 2EX",Norfolk Community Health and Care NHS Trust,NR19 2EX
Doddington Community Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=114976,"Benwick Road, Doddington, March, Cambridgeshire, PE15 0UG",Norfolk Community Health and Care NHS Trust,PE15 0UG
Kelling Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=29894,"High Kelling, Holt, Norfolk, NR25 6QA",Norfolk Community Health and Care NHS Trust,NR25 6QA
Little Plumstead Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=114893,"Hospital Road, Little Plumstead, Norwich, Norfolk, NR13 5EW",Norfolk Community Health and Care NHS Trust,NR13 5EW
Norfolk & Norwich University Hospital - Norfolk Community Health and Care NHS Trust,/Services/hospitals/Overview/DefaultView.aspx?id=115294,"Colney Lane, Colney, Norwich, Norfolk, NR4 7UY",Norfolk Community Health and Care NHS Trust,NR4 7UY
North Cambridgeshire Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=114894,"The Park, Wisbech, Cambridgeshire, PE13 3AB",Norfolk Community Health and Care NHS Trust,PE13 3AB
North Walsham Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=29892,"North Walsham and District War Memorial Hospital, Yarmouth Road, North Walsham, Norfolk, NR28 9AP",Norfolk Community Health and Care NHS Trust,NR28 9AP
Norwich Community Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=29887,"Bowthorpe Road, Norwich, NR2 3TU",Norfolk Community Health and Care NHS Trust,NR2 3TU
Queen Elizabeth Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=114977,"Gayton Road, King's Lynn, Norfolk, PE30 4ET",Norfolk Community Health and Care NHS Trust,PE30 4ET
Swaffham Community Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=29895,"Sporle Road, Swaffham, Norfolk, PE37 7HL",Norfolk Community Health and Care NHS Trust,PE37 7HL
Wells Cottage Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=114570,"Mill Road, Wells-Next-The-Sea, Norfolk, NR23 1RF",Norfolk Community Health and Care NHS Trust,NR23 1RF
Cossham Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=2080,"Lodge Road, Kingswood, Bristol, Avon, BS15 1LF",North Bristol NHS Trust,BS15 1LF
Frenchay Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=1494,"Frenchay Park Road, Bristol, Avon, BS16 1LE",North Bristol NHS Trust,BS16 1LE
Southmead Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=2082,"Southmead Road, Westbury-on-Trym, Bristol, Avon, BS10 5NB",North Bristol NHS Trust,BS10 5NB
Alston (Ruth Lancaster James) Community Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=139381,"Church Road, Alston, Cumbria, CA9 3QX",North Cumbria Integrated Care NHS Foundation Trust,CA9 3QX
Brampton War Memorial Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=29613,"6 Tree Road, Brampton, Cumbria, CA8 1TX",North Cumbria Integrated Care NHS Foundation Trust,CA8 1TX
Cockermouth Community Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=29616,"Isel Road, Cockermouth, Cumbria, CA13 9HT",North Cumbria Integrated Care NHS Foundation Trust,CA13 9HT
Cumberland Infirmary,/Services/hospitals/Overview/DefaultView.aspx?id=101351,"Newtown Road, Carlisle, Cumbria, CA2 7HY",North Cumbria Integrated Care NHS Foundation Trust,CA2 7HY
Cumberland Infirmary,/Services/hospitals/Overview/DefaultView.aspx?id=154175,"Newtown Road, Carlisle, Cumbria, CA2 7HY",North Cumbria Integrated Care NHS Foundation Trust,CA2 7HY
Furness General Hospital (Mental Health),/Services/hospitals/Overview/DefaultView.aspx?id=154171,"Dalton Lane, Barrow-In-Furness, Cumbria, LA14 4LF",North Cumbria Integrated Care NHS Foundation Trust,LA14 4LF
Keswick (Mary Hewetson) Community Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=100701,"Mary Hewetson Cottage Hospital, Crosthwaite Road, Keswick, Cumbria, CA12 5PH",North Cumbria Integrated Care NHS Foundation Trust,CA12 5PH
Keswick Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=154169,"Mary Hewetson Cottage Hospital, Crosthwaite Road, Keswick, Cumbria, CA12 5PH",North Cumbria Integrated Care NHS Foundation Trust,CA12 5PH
Maryport Victoria Cottage Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=110477,"Victoria Cottage Hospital, Ewanrigg Road, Maryport, Cumbria, CA15 8EJ",North Cumbria Integrated Care NHS Foundation Trust,CA15 8EJ
Penrith Community Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=29614,"Bridge Lane, Penrith, CA11 8HX",North Cumbria Integrated Care NHS Foundation Trust,CA11 8HX
Penrith Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=28687,"Penrith Community Hospital, Bridge Lane, Penrith, CA11 8HX",North Cumbria Integrated Care NHS Foundation Trust,CA11 8HX
West Cumberland Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=100702,"Homewood, Whitehaven, Cumbria, CA28 8JG",North Cumbria Integrated Care NHS Foundation Trust,CA28 8JG
West Cumberland Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=154170,"Homewood, Hensingham, Whitehaven, Cumbria, CA28 8JG",North Cumbria Integrated Care NHS Foundation Trust,CA28 8JG
Wigton Community Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=29622,"Cross Lane, Wigton, CA7 9DD",North Cumbria Integrated Care NHS Foundation Trust,CA7 9DD
Workington Community Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=29623,"Park Lane, Workington, CA14 2RW",North Cumbria Integrated Care NHS Foundation Trust,CA14 2RW
Cumberland Infirmary,/Services/hospitals/Overview/DefaultView.aspx?id=1569,"Newtown Road, Carlisle, Cumbria, CA2 7HY",North Cumbria University Hospitals NHS Trust,CA2 7HY
Penrith Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=1203,"Bridge Lane, Penrith, Cumbria, CA11 8HX",North Cumbria University Hospitals NHS Trust,CA11 8HX
West Cumberland Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=1198,"Homewood, Hensingham, Whitehaven, CA28 8JG",North Cumbria University Hospitals NHS Trust,CA28 8JG
Barking Community Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=111171,"Upney Lane, Barking, Essex, IG11 9LX",North East London NHS Foundation Trust,IG11 9LX
Basildon Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=100133,"Nethermayne, Basildon, Essex, SS16 5NL",North East London NHS Foundation Trust,SS16 5NL
Brentwood Community Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=88904,"Crescent Drive, Shenfield, Brentwood, Essex, CM15 8DR",North East London NHS Foundation Trust,CM15 8DR
"Foxglove Ward and Japonica Ward, King George Hospital",/Services/hospitals/Overview/DefaultView.aspx?id=93239,"Barley Lane, IG3 8YB",North East London NHS Foundation Trust,IG3 8YB
Goodmayes Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=29307,"Barley Lane, Goodmayes, Ilford, Essex, IG3 8XJ",North East London NHS Foundation Trust,IG3 8XJ
Orsett Hospital Minor Injuries Unit - North East London NHS Foundation Trust,/Services/hospitals/Overview/DefaultView.aspx?id=111308,"Rowley Road, Orsett, Grays, Essex, RM16 3EU",North East London NHS Foundation Trust,RM16 3EU
Queens Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=139291,"Rom Valley Way, Romford, Essex, RM7 0AG",North East London NHS Foundation Trust,RM7 0AG
Thurrock Community Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=92227,"Long Lane, Grays, RM16 2PX",North East London NHS Foundation Trust,RM16 2PX
Whipps Cross Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=113766,"Leytonstone, Whipps Cross Road, London, Greater London, E11 1NR",North East London NHS Foundation Trust,E11 1NR
North Middlesex University Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=424,"Sterling Way, London, N18 1QX",North Middlesex University Hospital NHS Trust,N18 1QX
Harplands Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=2905,"Hilton Road, Stoke-on-Trent, Staffordshire, ST4 6RR",North Staffordshire Combined Healthcare NHS Trust,ST4 6RR
Guisborough General Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=116036,"Northgate, Guisborough, Cleveland, TS14 6HZ",North Tees and Hartlepool NHS Foundation Trust,TS14 6HZ
Peterlee Community Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=1270,"O'Neill Drive, Peterlee, SR8 5UQ",North Tees and Hartlepool NHS Foundation Trust,SR8 5UQ
The Friarage Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=1707,"Bullamore Road, Northallerton, North Yorkshire, DL6 1JG",North Tees and Hartlepool NHS Foundation Trust,DL6 1JG
University Hospital Of Hartlepool,/Services/hospitals/Overview/DefaultView.aspx?id=2090,"Holdforth Road, Hartlepool, Cleveland, TS24 9AH",North Tees and Hartlepool NHS Foundation Trust,TS24 9AH
University Hospital Of North Tees,/Services/hospitals/Overview/DefaultView.aspx?id=2103,"Hardwick Road, Stockton-on-Tees, Cleveland, TS19 8PE",North Tees and Hartlepool NHS Foundation Trust,TS19 8PE
Woodlands Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=1771,"Morton Park Way, Darlington, County Durham, DL1 4PL",North Tees and Hartlepool NHS Foundation Trust,DL1 4PL
Doddington Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=139425,"Benwick Road, Doddington, March, Cambridgeshire, PE15 0UG",North West Anglia NHS Foundation Trust,PE15 0UG
Hinchingbrooke Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=131663,"Hinchingbrooke Hospital, Hinchingbrooke Park, Huntingdon, Cambridgeshire, PE29 6NT",North West Anglia NHS Foundation Trust,PE29 6NT
Peterborough City Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=3232,"Edith Cavell Campus, Bretton Gate, Bretton, Peterborough, Cambridgeshire, PE3 9GZ",North West Anglia NHS Foundation Trust,PE3 9GZ
Princess Of Wales Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=139426,"Lynn Road, Littleport, Ely, Cambridgeshire, CB6 1DN",North West Anglia NHS Foundation Trust,CB6 1DN
Stamford and Rutland Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=1818,"Ryhall Road, Stamford, Lincolnshire, PE9 1UA",North West Anglia NHS Foundation Trust,PE9 1UA
Hartley Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=153435,"1B Curzon Road, Southport, Merseyside, PR8 6PL",North West Boroughs Healthcare NHS Foundation Trust,PR8 6PL
Danetre Hospital (Out-Patients),/Services/hospitals/Overview/DefaultView.aspx?id=918,"London Road, Daventry, Northamptonshire, NN11 4DY",Northampton General Hospital NHS Trust,NN11 4DY
Northampton General Hospital (Acute),/Services/hospitals/Overview/DefaultView.aspx?id=104610,"Cliftonville, Northampton, Northamptonshire, NN1 5BD",Northampton General Hospital NHS Trust,NN1 5BD
Berrywood Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=98058,"Berrywood Drive, Northampton, Northamptonshire, NN5 6UD",Northamptonshire Healthcare NHS Foundation Trust,NN5 6UD
Corby Community Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=113053,"Cottingham Road, Corby, Northamptonshire, NN17 2UN",Northamptonshire Healthcare NHS Foundation Trust,NN17 2UN
Danetre Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=88882,"London Road, Daventry, Northamptonshire, NN11 4DY",Northamptonshire Healthcare NHS Foundation Trust,NN11 4DY
Isebrook Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=2849,"Irthlingborough Road, Wellingborough, Northamptonshire, NN8 1LP",Northamptonshire Healthcare NHS Foundation Trust,NN8 1LP
Northampton General Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=128635,"Cliftonville, Northampton, Northamptonshire, NN1 5BD",Northamptonshire Healthcare NHS Foundation Trust,NN1 5BD
Redcliffe Day Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=128458,"49-51 Hatton Park Road, Wellingborough, Northamptonshire, NN8 5AH",Northamptonshire Healthcare NHS Foundation Trust,NN8 5AH
